user_id,item_id,score
1,129,10.0
1,505,9.0
1,105,8.0
1,420,7.0
1,135,6.0
1,438,5.0
1,283,4.0
1,168,3.0
1,531,2.0
1,417,1.0
2,420,10.0
2,1670,9.0
2,546,8.0
2,717,7.0
2,1535,6.0
2,24,5.0
2,668,4.0
2,52,3.0
2,520,2.0
2,280,1.0
3,668,10.0
3,39,9.0
3,16,8.0
3,406,7.0
3,133,6.0
3,641,5.0
3,49,4.0
3,93,3.0
3,152,2.0
3,79,1.0
4,420,10.0
4,52,9.0
4,105,8.0
4,747,7.0
4,661,6.0
4,24,5.0
4,1464,4.0
4,6,3.0
4,742,2.0
4,668,1.0
5,1649,10.0
5,493,9.0
5,957,8.0
5,1010,7.0
5,542,6.0
5,944,5.0
5,454,4.0
5,515,3.0
5,731,2.0
5,1287,1.0
6,125,10.0
6,23,9.0
6,49,8.0
6,24,7.0
6,791,6.0
6,116,5.0
6,59,4.0
6,114,3.0
6,200,2.0
6,718,1.0
7,52,10.0
7,105,9.0
7,39,8.0
7,24,7.0
7,244,6.0
7,129,5.0
7,210,4.0
7,214,3.0
7,246,2.0
7,156,1.0
8,326,10.0
8,542,9.0
8,324,8.0
8,538,7.0
8,1271,6.0
8,479,5.0
8,529,4.0
8,76,3.0
8,1095,2.0
8,520,1.0
9,381,10.0
9,417,9.0
9,830,8.0
9,506,7.0
9,185,6.0
9,383,5.0
9,135,4.0
9,376,3.0
9,305,2.0
9,890,1.0
10,600,10.0
10,863,9.0
10,219,8.0
10,556,7.0
10,807,6.0
10,537,5.0
10,1732,4.0
10,797,3.0
10,381,2.0
10,47,1.0
11,889,10.0
11,365,9.0
11,1199,8.0
11,315,7.0
11,350,6.0
11,316,5.0
11,527,4.0
11,1307,3.0
11,354,2.0
11,515,1.0
12,185,10.0
12,765,9.0
12,611,8.0
12,207,7.0
12,1464,6.0
12,41,5.0
12,105,4.0
12,52,3.0
12,246,2.0
12,210,1.0
13,654,10.0
13,747,9.0
13,564,8.0
13,753,7.0
13,775,6.0
13,385,5.0
13,665,4.0
13,1017,3.0
13,27,2.0
